Image,Predicted Bbox,Confidence,Ground Truth Bbox,IoU
1450,"(710, 344, 793, 368)",0.58370495,"[376, 340, 470, 361]",0.0
1450,"(710, 344, 793, 368)",0.58370495,"[469, 353, 648, 375]",0.0
1450,"(633, 152, 703, 175)",0.5479441,"[638, 151, 704, 174]",0.8421672555948174
1450,"(633, 152, 703, 175)",0.5479441,"[636, 205, 716, 234]",0.0
1450,"(633, 152, 703, 175)",0.5479441,"[376, 340, 470, 361]",0.0
1450,"(633, 152, 703, 175)",0.5479441,"[469, 353, 648, 375]",0.0
1450,"(637, 207, 721, 234)",0.54392666,"[638, 151, 704, 174]",0.0
1450,"(637, 207, 721, 234)",0.54392666,"[636, 205, 716, 234]",0.8688391038696538
1450,"(637, 207, 721, 234)",0.54392666,"[376, 340, 470, 361]",0.0
1450,"(637, 207, 721, 234)",0.54392666,"[469, 353, 648, 375]",0.0
1450,"(721, 275, 831, 300)",0.54162073,"[638, 151, 704, 174]",0.0
1450,"(721, 275, 831, 300)",0.54162073,"[636, 205, 716, 234]",0.0
1450,"(721, 275, 831, 300)",0.54162073,"[376, 340, 470, 361]",0.0
1450,"(721, 275, 831, 300)",0.54162073,"[469, 353, 648, 375]",0.0
1450,"(377, 340, 466, 364)",0.49252853,"[638, 151, 704, 174]",0.0
1450,"(377, 340, 466, 364)",0.49252853,"[636, 205, 716, 234]",0.0
1450,"(377, 340, 466, 364)",0.49252853,"[376, 340, 470, 361]",0.8340026773761714
1450,"(377, 340, 466, 364)",0.49252853,"[469, 353, 648, 375]",0.0
1450,"(899, 318, 999, 353)",0.48547938,"[638, 151, 704, 174]",0.0
1450,"(899, 318, 999, 353)",0.48547938,"[636, 205, 716, 234]",0.0
1450,"(899, 318, 999, 353)",0.48547938,"[376, 340, 470, 361]",0.0
1450,"(899, 318, 999, 353)",0.48547938,"[469, 353, 648, 375]",0.0
1450,"(287, 301, 343, 319)",0.46969038,"[638, 151, 704, 174]",0.0
1450,"(287, 301, 343, 319)",0.46969038,"[636, 205, 716, 234]",0.0
1450,"(287, 301, 343, 319)",0.46969038,"[376, 340, 470, 361]",0.0
1450,"(287, 301, 343, 319)",0.46969038,"[469, 353, 648, 375]",0.0
1450,"(263, 366, 348, 382)",0.4510337,"[638, 151, 704, 174]",0.0
1450,"(263, 366, 348, 382)",0.4510337,"[636, 205, 716, 234]",0.0
1450,"(263, 366, 348, 382)",0.4510337,"[376, 340, 470, 361]",0.0
1450,"(263, 366, 348, 382)",0.4510337,"[469, 353, 648, 375]",0.0
1450,"(398, 294, 449, 312)",0.39044496,"[638, 151, 704, 174]",0.0
1450,"(398, 294, 449, 312)",0.39044496,"[636, 205, 716, 234]",0.0
1450,"(398, 294, 449, 312)",0.39044496,"[376, 340, 470, 361]",0.0
1450,"(398, 294, 449, 312)",0.39044496,"[469, 353, 648, 375]",0.0
1455,"(285, 432, 384, 474)",0.81785876,"[332, 307, 782, 361]",0.0
1455,"(285, 432, 384, 474)",0.81785876,"[794, 332, 995, 363]",0.0
1455,"(285, 432, 384, 474)",0.81785876,"[2, 302, 307, 348]",0.0
1455,"(0, 305, 305, 346)",0.7970154,"[332, 307, 782, 361]",0.0
1455,"(0, 305, 305, 346)",0.7970154,"[794, 332, 995, 363]",0.0
1455,"(0, 305, 305, 346)",0.7970154,"[2, 302, 307, 348]",0.8803146258503401
1455,"(387, 316, 774, 358)",0.69936466,"[332, 307, 782, 361]",0.6688888888888889
1455,"(387, 316, 774, 358)",0.69936466,"[794, 332, 995, 363]",0.0
1455,"(387, 316, 774, 358)",0.69936466,"[2, 302, 307, 348]",0.0
1455,"(799, 331, 998, 363)",0.67764425,"[332, 307, 782, 361]",0.0
1455,"(799, 331, 998, 363)",0.67764425,"[794, 332, 995, 363]",0.931473248505289
1455,"(799, 331, 998, 363)",0.67764425,"[2, 302, 307, 348]",0.0
1455,"(727, 538, 878, 582)",0.6502708,"[332, 307, 782, 361]",0.0
1455,"(727, 538, 878, 582)",0.6502708,"[794, 332, 995, 363]",0.0
1455,"(727, 538, 878, 582)",0.6502708,"[2, 302, 307, 348]",0.0
1469,"(208, 175, 521, 283)",0.83942974,"[196, 185, 526, 282]",0.8563732265252588
1469,"(0, 187, 207, 287)",0.8209405,"[196, 185, 526, 282]",0.020226458918029613
1477,"(333, 350, 641, 440)",0.8209769,"[330, 354, 644, 430]",0.8307779670641681
1477,"(333, 350, 641, 440)",0.8209769,"[0, 370, 307, 444]",0.0
1477,"(0, 367, 311, 451)",0.79846454,"[330, 354, 644, 430]",0.0
1477,"(0, 367, 311, 451)",0.79846454,"[0, 370, 307, 444]",0.869621803705405
1487,"(639, 328, 816, 401)",0.79708886,"[122, 161, 657, 278]",0.0
1487,"(639, 328, 816, 401)",0.79708886,"[636, 326, 819, 402]",0.9290336496980155
1487,"(266, 162, 660, 276)",0.7922532,"[122, 161, 657, 278]",0.7082320415653749
1487,"(266, 162, 660, 276)",0.7922532,"[636, 326, 819, 402]",0.0
1487,"(121, 160, 500, 279)",0.6400448,"[122, 161, 657, 278]",0.6968016385694029
1487,"(121, 160, 500, 279)",0.6400448,"[636, 326, 819, 402]",0.0
1501,"(216, 349, 452, 470)",0.79368204,"[227, 272, 735, 341]",0.0
1501,"(216, 349, 452, 470)",0.79368204,"[0, 70, 362, 132]",0.0
1501,"(0, 67, 364, 133)",0.7849049,"[227, 272, 735, 341]",0.0
1501,"(0, 67, 364, 133)",0.7849049,"[0, 70, 362, 132]",0.9342324342324342
1501,"(367, 274, 739, 347)",0.77514356,"[227, 272, 735, 341]",0.6565828717511717
1501,"(367, 274, 739, 347)",0.77514356,"[0, 70, 362, 132]",0.0
1501,"(841, 272, 970, 365)",0.71841675,"[227, 272, 735, 341]",0.0
1501,"(841, 272, 970, 365)",0.71841675,"[0, 70, 362, 132]",0.0
1501,"(703, 380, 827, 545)",0.5917873,"[227, 272, 735, 341]",0.0
1501,"(703, 380, 827, 545)",0.5917873,"[0, 70, 362, 132]",0.0
1501,"(0, 307, 53, 416)",0.48623314,"[227, 272, 735, 341]",0.0
1501,"(0, 307, 53, 416)",0.48623314,"[0, 70, 362, 132]",0.0
1515,"(467, 512, 638, 599)",0.8455624,"[343, 111, 605, 179]",0.0
1515,"(467, 512, 638, 599)",0.8455624,"[687, 485, 1000, 598]",0.0
1515,"(467, 512, 638, 599)",0.8455624,"[467, 514, 637, 597]",0.9484439067016199
1515,"(467, 512, 638, 599)",0.8455624,"[218, 509, 436, 598]",0.0
1515,"(340, 110, 609, 180)",0.78550434,"[343, 111, 605, 179]",0.9461497610196495
1515,"(340, 110, 609, 180)",0.78550434,"[687, 485, 1000, 598]",0.0
1515,"(340, 110, 609, 180)",0.78550434,"[467, 514, 637, 597]",0.0
1515,"(340, 110, 609, 180)",0.78550434,"[218, 509, 436, 598]",0.0
1515,"(680, 484, 999, 597)",0.6621642,"[343, 111, 605, 179]",0.0
1515,"(680, 484, 999, 597)",0.6621642,"[687, 485, 1000, 598]",0.9581048475542883
1515,"(680, 484, 999, 597)",0.6621642,"[467, 514, 637, 597]",0.0
1515,"(680, 484, 999, 597)",0.6621642,"[218, 509, 436, 598]",0.0
1515,"(292, 24, 621, 84)",0.5676354,"[343, 111, 605, 179]",0.0
1515,"(292, 24, 621, 84)",0.5676354,"[687, 485, 1000, 598]",0.0
1515,"(292, 24, 621, 84)",0.5676354,"[467, 514, 637, 597]",0.0
1515,"(292, 24, 621, 84)",0.5676354,"[218, 509, 436, 598]",0.0
1517,"(637, 349, 838, 425)",0.8478516,"[125, 256, 620, 311]",0.0
1517,"(637, 349, 838, 425)",0.8478516,"[639, 349, 839, 421]",0.9335418295543393
1517,"(233, 257, 620, 320)",0.76385736,"[125, 256, 620, 311]",0.6805392731535757
1517,"(233, 257, 620, 320)",0.76385736,"[639, 349, 839, 421]",0.0
1517,"(123, 253, 496, 315)",0.5197289,"[125, 256, 620, 311]",0.6813931743805517
1517,"(123, 253, 496, 315)",0.5197289,"[639, 349, 839, 421]",0.0
1567,"(539, 44, 741, 95)",0.7855434,"[510, 298, 951, 381]",0.0
1567,"(539, 44, 741, 95)",0.7855434,"[30, 302, 482, 375]",0.0
1567,"(539, 44, 741, 95)",0.7855434,"[535, 38, 742, 95]",0.8731248410882279
1567,"(539, 44, 741, 95)",0.7855434,"[527, 169, 916, 227]",0.0
1567,"(528, 164, 916, 231)",0.71889186,"[510, 298, 951, 381]",0.0
1567,"(528, 164, 916, 231)",0.71889186,"[30, 302, 482, 375]",0.0
1567,"(528, 164, 916, 231)",0.71889186,"[535, 38, 742, 95]",0.0
1567,"(528, 164, 916, 231)",0.71889186,"[527, 169, 916, 227]",0.8637445305903124
1567,"(106, 308, 485, 389)",0.673897,"[510, 298, 951, 381]",0.0
1567,"(106, 308, 485, 389)",0.673897,"[30, 302, 482, 375]",0.6542866789600811
1567,"(106, 308, 485, 389)",0.673897,"[535, 38, 742, 95]",0.0
1567,"(106, 308, 485, 389)",0.673897,"[527, 169, 916, 227]",0.0
1567,"(584, 299, 952, 386)",0.6653307,"[510, 298, 951, 381]",0.7811550940947437
1567,"(584, 299, 952, 386)",0.6653307,"[30, 302, 482, 375]",0.0
1567,"(584, 299, 952, 386)",0.6653307,"[535, 38, 742, 95]",0.0
1567,"(584, 299, 952, 386)",0.6653307,"[527, 169, 916, 227]",0.0
1567,"(175, 387, 467, 439)",0.5094531,"[510, 298, 951, 381]",0.0
1567,"(175, 387, 467, 439)",0.5094531,"[30, 302, 482, 375]",0.0
1567,"(175, 387, 467, 439)",0.5094531,"[535, 38, 742, 95]",0.0
1567,"(175, 387, 467, 439)",0.5094531,"[527, 169, 916, 227]",0.0
1567,"(535, 575, 621, 600)",0.49159706,"[510, 298, 951, 381]",0.0
1567,"(535, 575, 621, 600)",0.49159706,"[30, 302, 482, 375]",0.0
1567,"(535, 575, 621, 600)",0.49159706,"[535, 38, 742, 95]",0.0
1567,"(535, 575, 621, 600)",0.49159706,"[527, 169, 916, 227]",0.0
1567,"(31, 295, 403, 376)",0.4479166,"[510, 298, 951, 381]",0.0
1567,"(31, 295, 403, 376)",0.4479166,"[30, 302, 482, 375]",0.7549204937173357
1567,"(31, 295, 403, 376)",0.4479166,"[535, 38, 742, 95]",0.0
1567,"(31, 295, 403, 376)",0.4479166,"[527, 169, 916, 227]",0.0
1570,"(460, 294, 806, 355)",0.8809716,"[182, 139, 308, 184]",0.0
1570,"(460, 294, 806, 355)",0.8809716,"[298, 308, 455, 354]",0.0
1570,"(460, 294, 806, 355)",0.8809716,"[157, 309, 296, 356]",0.0
1570,"(460, 294, 806, 355)",0.8809716,"[312, 123, 449, 173]",0.0
1570,"(460, 294, 806, 355)",0.8809716,"[461, 293, 805, 353]",0.9462004662004662
1570,"(312, 118, 450, 173)",0.84977883,"[182, 139, 308, 184]",0.0
1570,"(312, 118, 450, 173)",0.84977883,"[298, 308, 455, 354]",0.0
1570,"(312, 118, 450, 173)",0.84977883,"[157, 309, 296, 356]",0.0
1570,"(312, 118, 450, 173)",0.84977883,"[312, 123, 449, 173]",0.9025032938076416
1570,"(312, 118, 450, 173)",0.84977883,"[461, 293, 805, 353]",0.0
1570,"(295, 309, 454, 356)",0.8438417,"[182, 139, 308, 184]",0.0
1570,"(295, 309, 454, 356)",0.8438417,"[298, 308, 455, 354]",0.9146579804560261
1570,"(295, 309, 454, 356)",0.8438417,"[157, 309, 296, 356]",0.003367003367003367
1570,"(295, 309, 454, 356)",0.8438417,"[312, 123, 449, 173]",0.0
1570,"(295, 309, 454, 356)",0.8438417,"[461, 293, 805, 353]",0.0
1570,"(181, 134, 309, 184)",0.82133275,"[182, 139, 308, 184]",0.8859375
1570,"(181, 134, 309, 184)",0.82133275,"[298, 308, 455, 354]",0.0
1570,"(181, 134, 309, 184)",0.82133275,"[157, 309, 296, 356]",0.0
1570,"(181, 134, 309, 184)",0.82133275,"[312, 123, 449, 173]",0.0
1570,"(181, 134, 309, 184)",0.82133275,"[461, 293, 805, 353]",0.0
1570,"(0, 291, 148, 353)",0.81986064,"[182, 139, 308, 184]",0.0
1570,"(0, 291, 148, 353)",0.81986064,"[298, 308, 455, 354]",0.0
1570,"(0, 291, 148, 353)",0.81986064,"[157, 309, 296, 356]",0.0
1570,"(0, 291, 148, 353)",0.81986064,"[312, 123, 449, 173]",0.0
1570,"(0, 291, 148, 353)",0.81986064,"[461, 293, 805, 353]",0.0
1570,"(155, 310, 295, 357)",0.759998,"[182, 139, 308, 184]",0.0
1570,"(155, 310, 295, 357)",0.759998,"[298, 308, 455, 354]",0.0
1570,"(155, 310, 295, 357)",0.759998,"[157, 309, 296, 356]",0.9383592017738359
1570,"(155, 310, 295, 357)",0.759998,"[312, 123, 449, 173]",0.0
1570,"(155, 310, 295, 357)",0.759998,"[461, 293, 805, 353]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[737, 154, 862, 180]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[280, 133, 435, 177]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[76, 128, 184, 177]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[273, 82, 438, 132]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[439, 82, 558, 121]",0.0
1574,"(722, 573, 801, 595)",0.7451154,"[528, 131, 601, 177]",0.0
1574,"(437, 85, 558, 120)",0.6983601,"[737, 154, 862, 180]",0.0
1574,"(437, 85, 558, 120)",0.6983601,"[280, 133, 435, 177]",0.0
1574,"(437, 85, 558, 120)",0.6983601,"[76, 128, 184, 177]",0.0
1574,"(437, 85, 558, 120)",0.6983601,"[273, 82, 438, 132]",0.002811244979919679
1574,"(437, 85, 558, 120)",0.6983601,"[439, 82, 558, 121]",0.8841010401188707
1574,"(437, 85, 558, 120)",0.6983601,"[528, 131, 601, 177]",0.0
1574,"(273, 82, 438, 134)",0.66217405,"[737, 154, 862, 180]",0.0
1574,"(273, 82, 438, 134)",0.66217405,"[280, 133, 435, 177]",0.010167267956707117
1574,"(273, 82, 438, 134)",0.66217405,"[76, 128, 184, 177]",0.0
1574,"(273, 82, 438, 134)",0.66217405,"[273, 82, 438, 132]",0.9615384615384616
1574,"(273, 82, 438, 134)",0.66217405,"[439, 82, 558, 121]",0.0
1574,"(273, 82, 438, 134)",0.66217405,"[528, 131, 601, 177]",0.0
1574,"(279, 135, 434, 177)",0.6418295,"[737, 154, 862, 180]",0.0
1574,"(279, 135, 434, 177)",0.6418295,"[280, 133, 435, 177]",0.9425823375109298
1574,"(279, 135, 434, 177)",0.6418295,"[76, 128, 184, 177]",0.0
1574,"(279, 135, 434, 177)",0.6418295,"[273, 82, 438, 132]",0.0
1574,"(279, 135, 434, 177)",0.6418295,"[439, 82, 558, 121]",0.0
1574,"(279, 135, 434, 177)",0.6418295,"[528, 131, 601, 177]",0.0
1574,"(737, 158, 862, 184)",0.6242195,"[737, 154, 862, 180]",0.7333333333333333
1574,"(737, 158, 862, 184)",0.6242195,"[280, 133, 435, 177]",0.0
1574,"(737, 158, 862, 184)",0.6242195,"[76, 128, 184, 177]",0.0
1574,"(737, 158, 862, 184)",0.6242195,"[273, 82, 438, 132]",0.0
1574,"(737, 158, 862, 184)",0.6242195,"[439, 82, 558, 121]",0.0
1574,"(737, 158, 862, 184)",0.6242195,"[528, 131, 601, 177]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[737, 154, 862, 180]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[280, 133, 435, 177]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[76, 128, 184, 177]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[273, 82, 438, 132]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[439, 82, 558, 121]",0.0
1574,"(865, 150, 923, 177)",0.4819366,"[528, 131, 601, 177]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[737, 154, 862, 180]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[280, 133, 435, 177]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[76, 128, 184, 177]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[273, 82, 438, 132]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[439, 82, 558, 121]",0.0
1574,"(924, 140, 995, 179)",0.45519993,"[528, 131, 601, 177]",0.0
1586,"(550, 203, 769, 262)",0.8802639,"[552, 57, 702, 97]",0.0
1586,"(550, 203, 769, 262)",0.8802639,"[541, 326, 803, 370]",0.0
1586,"(550, 203, 769, 262)",0.8802639,"[184, 334, 503, 411]",0.0
1586,"(550, 203, 769, 262)",0.8802639,"[520, 101, 748, 169]",0.0
1586,"(550, 203, 769, 262)",0.8802639,"[547, 202, 772, 262]",0.9571111111111111
1586,"(522, 103, 748, 173)",0.8663806,"[552, 57, 702, 97]",0.0
1586,"(522, 103, 748, 173)",0.8663806,"[541, 326, 803, 370]",0.0
1586,"(522, 103, 748, 173)",0.8663806,"[184, 334, 503, 411]",0.0
1586,"(522, 103, 748, 173)",0.8663806,"[520, 101, 748, 169]",0.909068746952706
1586,"(522, 103, 748, 173)",0.8663806,"[547, 202, 772, 262]",0.0
1586,"(181, 333, 501, 410)",0.8609108,"[552, 57, 702, 97]",0.0
1586,"(181, 333, 501, 410)",0.8609108,"[541, 326, 803, 370]",0.0
1586,"(181, 333, 501, 410)",0.8609108,"[184, 334, 503, 411]",0.9594201744255506
1586,"(181, 333, 501, 410)",0.8609108,"[520, 101, 748, 169]",0.0
1586,"(181, 333, 501, 410)",0.8609108,"[547, 202, 772, 262]",0.0
1586,"(843, 282, 987, 336)",0.84950244,"[552, 57, 702, 97]",0.0
1586,"(843, 282, 987, 336)",0.84950244,"[541, 326, 803, 370]",0.0
1586,"(843, 282, 987, 336)",0.84950244,"[184, 334, 503, 411]",0.0
1586,"(843, 282, 987, 336)",0.84950244,"[520, 101, 748, 169]",0.0
1586,"(843, 282, 987, 336)",0.84950244,"[547, 202, 772, 262]",0.0
1586,"(814, 369, 996, 446)",0.8174474,"[552, 57, 702, 97]",0.0
1586,"(814, 369, 996, 446)",0.8174474,"[541, 326, 803, 370]",0.0
1586,"(814, 369, 996, 446)",0.8174474,"[184, 334, 503, 411]",0.0
1586,"(814, 369, 996, 446)",0.8174474,"[520, 101, 748, 169]",0.0
1586,"(814, 369, 996, 446)",0.8174474,"[547, 202, 772, 262]",0.0
1586,"(770, 148, 975, 214)",0.8111782,"[552, 57, 702, 97]",0.0
1586,"(770, 148, 975, 214)",0.8111782,"[541, 326, 803, 370]",0.0
1586,"(770, 148, 975, 214)",0.8111782,"[184, 334, 503, 411]",0.0
1586,"(770, 148, 975, 214)",0.8111782,"[520, 101, 748, 169]",0.0
1586,"(770, 148, 975, 214)",0.8111782,"[547, 202, 772, 262]",0.0008886914019106865
1586,"(552, 57, 703, 100)",0.8061816,"[552, 57, 702, 97]",0.9240720776220546
1586,"(552, 57, 703, 100)",0.8061816,"[541, 326, 803, 370]",0.0
1586,"(552, 57, 703, 100)",0.8061816,"[184, 334, 503, 411]",0.0
1586,"(552, 57, 703, 100)",0.8061816,"[520, 101, 748, 169]",0.0
1586,"(552, 57, 703, 100)",0.8061816,"[547, 202, 772, 262]",0.0
1586,"(592, 325, 806, 373)",0.78139806,"[552, 57, 702, 97]",0.0
1586,"(592, 325, 806, 373)",0.78139806,"[541, 326, 803, 370]",0.7417705337168424
1586,"(592, 325, 806, 373)",0.78139806,"[184, 334, 503, 411]",0.0
1586,"(592, 325, 806, 373)",0.78139806,"[520, 101, 748, 169]",0.0
1586,"(592, 325, 806, 373)",0.78139806,"[547, 202, 772, 262]",0.0
1586,"(393, 24, 511, 64)",0.659797,"[552, 57, 702, 97]",0.0
1586,"(393, 24, 511, 64)",0.659797,"[541, 326, 803, 370]",0.0
1586,"(393, 24, 511, 64)",0.659797,"[184, 334, 503, 411]",0.0
1586,"(393, 24, 511, 64)",0.659797,"[520, 101, 748, 169]",0.0
1586,"(393, 24, 511, 64)",0.659797,"[547, 202, 772, 262]",0.0
1586,"(526, 0, 656, 23)",0.4686061,"[552, 57, 702, 97]",0.0
1586,"(526, 0, 656, 23)",0.4686061,"[541, 326, 803, 370]",0.0
1586,"(526, 0, 656, 23)",0.4686061,"[184, 334, 503, 411]",0.0
1586,"(526, 0, 656, 23)",0.4686061,"[520, 101, 748, 169]",0.0
1586,"(526, 0, 656, 23)",0.4686061,"[547, 202, 772, 262]",0.0
1586,"(0, 3, 54, 43)",0.44249418,"[552, 57, 702, 97]",0.0
1586,"(0, 3, 54, 43)",0.44249418,"[541, 326, 803, 370]",0.0
1586,"(0, 3, 54, 43)",0.44249418,"[184, 334, 503, 411]",0.0
1586,"(0, 3, 54, 43)",0.44249418,"[520, 101, 748, 169]",0.0
1586,"(0, 3, 54, 43)",0.44249418,"[547, 202, 772, 262]",0.0
1594,"(12, 206, 329, 247)",0.822089,"[18, 210, 330, 247]",0.8828448672702164
1594,"(12, 206, 329, 247)",0.822089,"[547, 243, 829, 272]",0.0
1594,"(12, 206, 329, 247)",0.822089,"[304, 311, 471, 344]",0.0
1594,"(12, 206, 329, 247)",0.822089,"[643, 324, 828, 358]",0.0
1594,"(12, 206, 329, 247)",0.822089,"[0, 308, 230, 345]",0.0
1594,"(12, 206, 329, 247)",0.822089,"[406, 127, 674, 182]",0.0
1594,"(301, 312, 472, 347)",0.80558544,"[18, 210, 330, 247]",0.0
1594,"(301, 312, 472, 347)",0.80558544,"[547, 243, 829, 272]",0.0
1594,"(301, 312, 472, 347)",0.80558544,"[304, 311, 471, 344]",0.8686605981794538
1594,"(301, 312, 472, 347)",0.80558544,"[643, 324, 828, 358]",0.0
1594,"(301, 312, 472, 347)",0.80558544,"[0, 308, 230, 345]",0.0
1594,"(301, 312, 472, 347)",0.80558544,"[406, 127, 674, 182]",0.0
1594,"(644, 324, 827, 356)",0.7701393,"[18, 210, 330, 247]",0.0
